,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
20,cd6091b4-8c2e-4e10-8d7f-f7f024a4ce39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aduh ini ko kontaknya makin lama makin berkurang, terus ga bisa saling kirim pesan lagi, ngelihat profil teman aja ga bisa, padahal dulu ini aplikasi favorit, tolong dong berbaikan sistemnyaa, sumpah mau nangis ini ga bisa digunain lagi",1,64,15.9.0,2024-06-01 18:37:30,,,15.9.0
21,6afeaf6c-cc5a-4b0f-b75a-5499052bd492,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Masih ngebug udh 2 bln, ga bisa ngemacth sama ga bisa ngirim pesan,pliss 😭😭👊🏻",1,2,15.19.0,2024-11-06 18:26:23,,,15.19.0
22,ffd3d938-7397-4503-874f-e36518056a67,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gatau kenapa aku udah login tapi malah ga terhubung padahal wifi sama sinyal aku lagi oke² aja tolong di percepat biar langsung,3,2,15.19.0,2024-11-03 11:16:00,,,15.19.0
23,bba456e7-66bd-44f0-a59f-45706fe41a7a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"b aja, gaada yg menarik fiturnya harus langganan/berbayar gak rekomended buat have fun",2,1,15.19.0,2024-11-02 11:37:40,,,15.19.0
24,b5a23a92-3b1a-4d6c-9c19-891474ad7fce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tinder app ama tinder web ga nyambung 🤣 trus apa gunany tinder app. bnyk yg post foto makanan bukan foto pribadi . bnyk yg nawarin bisnis 🤣 bnyk kupu2ny lg 🤣,1,4,15.19.0,2024-11-05 04:12:55,,,15.19.0
25,bfa00dca-7741-4c86-ab61-f6a5bcf65af8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kagak bisa di buka. LG eror nihh, masa gue slide kanan terus²an bisa tapi GK ada notif ke orangnya yg di tuju soalnya akun ke 2 gue terus ada",1,1,15.19.0,2024-11-09 12:16:58,,,15.19.0
26,ed2e661d-31c5-4f7a-b05c-081920cdc650,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baru mau buka tinder kenapa logout dan minta verifikasi lagi sih??.. baru berlangganan lagi woi,1,0,15.19.0,2024-11-12 10:22:34,,,15.19.0
27,c8112020-f3cf-4a52-ba2b-d52bfbce0b49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini kenapa tindernya kaya eror gitu, kaya ke baned Gabisa ngirim pesan gabisa buka profilnya gabisa ngapah2in Sampe apus akun pun gabisa juga! Aneh",1,8,15.19.0,2024-10-28 12:20:03,,,15.19.0
28,8d0b3a16-232e-4f0b-8d6f-68ff6c83a9d0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gk asik berbayar semua, harusnya si Adain yg GK berbayar & berbayar Kalau niatnya misal cuma iseng² aja mau beberapa hari, masak harus bayar segitu mahalnya? Tolong di perbaiki lagi",1,8,15.19.0,2024-10-17 07:42:31,,,15.19.0
29,68797fac-4702-4b76-87b4-ff9c9822fc6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jelek, dikit2 error terus. Jadi gabisa match dan gabisa bales pesan org lain",1,6,15.19.0,2024-10-17 15:05:42,,,15.19.0
30,2bca3930-5845-4647-a3e6-f2b5ff8caff4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini aplikasi "" TERBANGSAT "" yang pernah kulit mau kirim pesan bayar, like bayar, dikit2 bayar dasar apl. perampok!",1,0,15.19.0,2024-10-19 01:47:28,,,15.19.0
31,488fd75d-afca-4372-bd4b-ee63d61aa94c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa tinder aku aktip namun tidak ada follow dan tidak ada chat masuk?tolong tinder aku aktipkan lagi norma. Tolong akun tinder gue aktipkan lagi ada like dan ada yang chat LG bikin akun tinder goblog.tidak ada salah di cekal sepihak.tinder aku aku kirim ❤️‍🩹menyukai dan dr tidak nyampe terus di ada yg krm pesan juga untuk aku knp ya?tinder aku aktipkan LG normal,1,9,15.19.0,2024-10-21 06:26:52,,,15.19.0
32,b6f560e1-c03d-4994-b943-728769ce1f63,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aneh nih apk masa ga bisa menambahkan foto yg berbeda dan ga bisa di upload dari galeri hp,4,58,15.19.0,2024-10-15 23:14:46,,,15.19.0
33,19659dbb-cce3-4d15-819d-20dcdca05b9c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa ya keluar sendiri terus mau masuk harus verifikasi lagi .. udh gitu ga bisa.. kenapa ya swafoto nya ga bisa mulu,2,7,15.16.0,2024-09-11 15:53:44,,,15.16.0
34,99943bf9-edff-4bff-ad58-549865896460,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Udah berlangganan malah suruh bayar paket yang lain, contoh Platinum, atau Booster, ini mah jdi berbayar semua",1,9,15.15.2,2024-08-25 14:39:30,,,15.15.2
35,7d59f358-16cf-48df-90ed-5e3db396c2e2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini kenapa ya tb' banget ke log out pas daftar lagi usia di batasin, padahal usianya udah cukup tolong dari pihak tinder di perbaiki lagi",1,3,15.16.0,2024-09-10 02:54:25,,,15.16.0
36,7cb33af6-1809-458c-b08e-33e9f4485e26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kepada admin tinder tolong dong kurang harga paketnya 🥺 masa tiap minggunya beli paket nya mahal gitu gak mungkin kan tiap bulannya aku beli paketnya yang sedang kan aku mengunakan aplikasi mu kalau sudah dapat jodoh 🥲,5,74,15.16.0,2024-09-09 00:20:27,,,15.16.0
37,dc740bfc-7aa6-4e3c-8332-1d8a3a230d3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gak ngelakuin apa"" tiba tiba akun ku gabisa login pke akun apapun trs ada tulisan akun dicekal tinder tolong ya perbaikin lg apk ny!!!!!!!!!!",1,6,15.16.0,2024-09-06 11:40:08,,,15.16.0
38,f24ef4b9-92c5-42a3-b7a4-93ad8124345b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini gimana sih mau verifikasi wajah gagal terus padahal udah sama dengan contoh! Tolong perbaiki nanti saya kasih bintang 5 lagi,3,3,15.17.1,2024-09-26 10:28:37,,,15.17.1
39,a08c16a7-e315-419f-bce3-af642f2e8fc9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gak tau, gak bisa dipakai, cuma mentok di upload foto profil, tapi gk bisa up, terus gak bisa buka galeri",1,6,15.17.1,2024-09-27 14:52:36,,,15.17.1
40,fdeb1c32-74c5-4b9b-b124-2a10adc09f0e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong dong untuk yang serius nikah di tampilkan kalo yang tidak serius bisa di hapus aja kok gak bisa kirim pesan ke dalam tinder tolong di baiki apk nya supaya bisa di gunakan untuk mencari pasangan hidup,2,19,15.18.1,2024-10-13 07:37:07,,,15.18.1
41,89452d13-8752-4f71-b8e0-2eb450b701a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Knpa sy tidak bisa membuka aplikasi nya padahal sinyal nya bagus,1,2,15.16.0,2024-09-16 03:38:20,,,15.16.0
42,b900720f-a515-4e60-953e-865f59b95e3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gagal verif, berujung cuma bisa swap, stagnan, there is no progres.",1,3,15.16.0,2024-09-17 20:22:46,,,15.16.0
43,58aff5c0-9835-4630-b958-3d487167cd8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi nggak mutu, nggak aktif disini malah tiba2 di blokir.Buatan mana sih ini aplikasi.Kayak amatiran gini",1,5,15.16.0,2024-09-18 02:03:19,,,15.16.0
44,f1df30d8-6b1f-42c3-bf9b-8b782aecc667,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Verifikasi nya aneh.pilihan gambar selalu salah disaat terakhir,1,9,15.16.0,2024-09-15 20:49:58,,,15.16.0
45,e5723040-a791-425b-8d57-a272b3a2884c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apaan gk bisa login .pas masukin no malah terlalu banyak upaya terus aja sampe kiamat,1,7,15.17.1,2024-09-23 22:01:58,,,15.17.1
46,6915ceed-8a3f-4129-bd2e-2f7b7cc00f21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya bagus tapi sering eror gabisa koneksi internet terus,3,4,15.18.0,2024-10-03 03:57:07,,,15.18.0
47,47a652cd-4555-4640-907b-e97a6ad092e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gajelas banget pas mau buka app tiba tiba suruh konfirmasi kalo manusia bukan, udah ikutin petunjuk malah ada tulisan akun dicekal. apa apaan padahal ga aneh aneh. kecewa banget sama tinder. terus privasi data yang ada di aplikasi gimana kalo kayak gini. parah",1,51,15.9.0,2024-06-07 05:04:34,,,15.9.0
48,b57a4f4c-351e-42ea-bb62-e783abfe8b45,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sepertinya ini apk penipuan murni, sy baru baca beberapa komen serupa yaitu setelah kita upgrade dan bayar maksimal hanya 1 hari tiba² log out dan utk log in lagi kita cuma diputar² dan zonk....sy sdh hari kedua notifnya swaphoto sedang dlm peninjauan. NOTE TO GOOGLE: Please tolong apk yg seperti ini seharusnya di Take Down lah",1,75,15.11.0,2024-07-05 02:08:48,,,15.11.0
49,a8dd7ca4-b25a-4e2e-b36a-fcdc51e07c44,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa sih tinder aku baru masuk dan beli paket eh sehari akunnya suruh verifikasi beberapa jam kemudian bisa di pake eh cuma paling 3 jam udah suruh verifikasi lagi dan ini tulisannya tunggu beberapa menit sabar ya tapi udh sampe Berjam jam ngk bisa di gunakan maunya apa si aplikasi pdhl ngk aneh aneh loh....harusnya jangan Kya gitu aku kn udh bayar rugi dong... Kalo ngk bisa gunain aplikasi nya...tolong di benerin lagi ya🙏🙏🙏,5,400,15.11.0,2024-07-06 10:41:43,,,15.11.0
50,943f73ac-8344-4aee-ac07-dcae5c013412,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini swafoto mulu sih,,buang2 waktu anying,,buang2 berbayar gw,,sialan Woooooooyyyyyyy ud 2 hari ga bisa digunain,,buang2 wktu masa berbayar gw,,buruan lah verifikasi foto nya..anying bngt buang2 dwt aj ini aplikasi.. Sialan emang ni aplikasi,,amoe abis masa berbayar gw blm aktif jg,,ud 4hari ga bisa digunain..sialan",1,38,15.12.0,2024-07-13 20:02:29,,,15.12.0
51,7cfb6779-bb3f-45bb-8e8f-9117e5214d4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya lumayan, tapi saya nyesel udah bayar paspor mahal2 yg muncul 95% masih org indo, padahal biar bisa kenalan dan latih bhs luar ane. Pp nya juga ada yg pake aktor/idol korea. Buset ini kan dating app, bukan pesbuk. Sungguh disayangkan",4,409,15.13.0,2024-07-20 08:06:13,,,15.13.0
52,a92be152-7900-4889-8f71-0874e654d31b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru buat akun tadi sore,udah beli yg premium juga,malamnya mau buka di suruh verifikasi kalau anda manusia,taik emang ini aplikasi jelek sekali udah berbayar pakainya gak sampai sehari akun gabisa masuk lagi",1,51,15.10.0,2024-06-20 14:27:36,,,15.10.0
53,a788fb66-de28-444a-be9f-331f10660339,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah beberapa bulan ini gabisa match sama orang. Udah swafoto, verifikasi akun, tapi akun saya seperti dibekukan dan tidak bisa delet account. Kalo gini mah mending ke bumble aja dah, gajelas",1,3,15.10.0,2024-10-07 18:27:38,,,15.10.0
54,2f42ce35-be5f-4741-a761-d2e71193186b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jangan di download susah match karena tinder hanya mementingkan uang dari pada kenyamanan penggunanya,1,4,15.17.1,2024-09-28 02:14:20,,,15.17.1
